Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NC,2018,"10        ",Male,16,Right-Handed,188,28,182,1,Car,5,.325,36,Baseball/Softball,529,305,139,102,519,840,28,"Same length",91,95,"Ring finger",June,Summer,Yes,No,Meat,Water,History,7,9,3,"Yes - broadband connection","Text messaging",150,160,35,1,5,50,40,20,4,4,1,7,0,1,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,"Coach or club leader",Health
USA,MO,2018,"11        ",Female,16,Left-Handed,170,23,166,1,Car,5,,,Baseball/Softball,,,,,,,23,"Same length",65,65,"Ring finger",July,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,7,11,3,"Yes - other","Cell phone",10,4,4,0,0,10,10,10,20,20,0,0,0,0,"Very little","Undergraduate degree",Other,Telepathy,Rich,"Community leader or elder","Arts, culture, sports"
USA,GA,2017,"6         ",Female,11,Right-Handed,164,25,164,1,Car,60,0.377,50,Lacrosse,1000,1000,850,850,1000,1000,25,"Same length",8,8,"Same length",May,Fall,No,No,Desserts,Water,Art,8,9,4,"Yes - broadband connection","Text messaging",12,12,0,0,13,12,2,4,4,4,156,9,0,5,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,Health
USA,MI,2017,"11        ",Male,17,Right-Handed,170,25,176,2,Car,15,0.877,42,None,900,900,1000,1000,300,500,25,"Same length",70.2,70,"Same length",July,Fall,Yes,No,Meat,Water,History,5,10,5,"Yes - broadband connection","Text messaging",250,250,12,0,5,24,0,5,5,5,0,5,20,20,None,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,"Musician or singer","Education/Youth development"
USA,NJ,2016,"9         ",Female,15,Right-Handed,167,22.5,162,1,Bus,40,0.486,64,Baseball/Softball,200,1000,900,900,600,700,22.5,"Same length",65,70,"Same length",May,Summer,Yes,No,Salads,Water,Science,8,7,4,"Yes - other","In person",2,3,37,,,,,,,,,,,,,,,,,,
USA,IN,2017,"10        ",Male,15,Right-Handed,172,27,170,2,Bus,20,.761,44,Other,250,300,200,400,750,750,26,"Right foot",7,75,"Ring finger",October,Fall,Yes,No,Other,Tea,"Mathematics and statistics",6.5,5,4,"Yes - other","Text messaging",20,50,10,2,7,1,15,15,5,0,3,10,0,5,"Very little",Other,"Rock and roll",Invisibility,Happy,Actor,"Arts, culture, sports"
USA,CA,2019,"12        ",Female,16,Right-Handed,161,22,159,2,Car,5,.438,39,Other,30,200,300,200,1000,1000,22,"Same length",680,660,"Index finger",December,Fall,No,No,"No favorite",Water,English,7,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",16,17,14,.5,8,7,5,10,10,5,13,10,20,10,,"Graduate degree",Country,Telepathy,Rich,"Doctor or nurse",Health
USA,TX,2017,"12        ",Male,17,Right-Handed,180,27,180,1,Car,15,.320,38,Swimming,500,500,500,500,1000,1000,27,"Same length",8.25,8.5,"Ring finger",April,Summer,No,Yes,Meat,Water,Other,6,10,4,"Yes - broadband connection","In person",700,710,4,1,10,5,8,0,2,1,3,3,0,2,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Business person",Health
USA,CA,2017,"12        ",Female,16,Left-Handed,"165 ",20,166,1,Car,40,.696,54,Soccer,749,701,840,615,433,909,21,"Left foot",,,"Index finger",October,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,9,7,"Yes - other","Text messaging",50,70,14,,21,28,6,1,24,10,30,14,0,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,CT,2015,"12        ",Female,17,Right-Handed,164,22.6,160,1,Car,30,.63,51,Swimming,900,900,900,900,900,900,21.8,"Right foot",90,95,"Ring finger",June,Summer,No,No,Pizza/Pasta,Water,Art,7,10,5,"Yes - other","Text messaging",200,200,8,4,6,,12,0,7,,,7,,,"A lot","Graduate degree",Pop,Telepathy,Happy,"Coach or club leader",Health
USA,NJ,2012,"12        ",Male,18,Right-Handed,189,29,198,3,Walk,5,.262,30,Basketball,0,0,0,500,500,1000,270,"Left foot",80,85,"Ring finger",October,Fall,Yes,No,Meat,Water,"Physical education",8,7,4,"Yes - broadband connection","Internet chat or instant messaging",10,10,15,0,11,0,21,7,10,100,10,0,0,0,Some,"Graduate degree",Techno/Electronic,Telepathy,Rich,"Coach or club leader","International aid"
USA,VA,2014,"12        ",Male,17,Left-Handed,154,23,164,2,Car,15,.354,46,Dancing,950,800,950,1000,1000,1000,23,"Same length",100,78,"Ring finger",December,Winter,No,No,Meat,Tea,Music,6,8,4,"Yes - broadband connection","Text messaging",150,200,5,1,24,0,15,2,5,168,5,5,4,3,"Very little","High school",Techno/Electronic,Fly,Happy,"Musician or singer","Education/Youth development"
USA,NC,2017,"11        ",Female,15,Right-Handed,168,24,168,1,Car,15,.502,44,Lacrosse,807,690,529,417,267,209,25,"Left foot",69,64,"Index finger",August,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",9,11,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,28,2,20,10,20,5,10,8,40,7,0,5,"A lot","Graduate degree",Pop,"Freeze time",Rich,Actor,Environment
USA,IL,2014,"6         ",Female,12,Right-Handed,157,23,132,1,Car,2,1.22,32,Dancing,529,471,813,599,690,893,22,"Right foot",125,97,"Index finger",August,Spring,No,No,Pizza/Pasta,Water,Music,8.5,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,10,1,5,3,4,3,5,1,2,2,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,CO,2019,"12        ",Female,18,Left-Handed,5'2,25.6,5'2,1,Car,15,.406,71,Swimming,519,727,925,1000,364,513,25.6,"Same length",70,65,"Index finger",July,Fall,Yes,No,Desserts,Water,Music,7,12,3,"Yes - other","Cell phone",10,10,12,1,7,24,0,0,20,20,2,6,8,4,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,WA,2017,"11        ",Female,"17 ",Right-Handed,"160 ",22,154,1,Car,"20 ",.373,37,Other,1000,900,600,500,400,400,22,"Same length",8,7,"Index finger",September,Summer,No,No,Pizza/Pasta,Water,Science,"8 ",10,3,"Yes - broadband connection","Internet chat or instant messaging","7 ",12,2,1,1,1,16,0,6,2,6,0,10,2,Some,Other,"Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,SC,2017,"12        ",Male,16,Right-Handed,184,25,178,1,Car,10,0.38,50,"Football (American)",700,500,400,800,900,900,25,"Same length",8,7.8,"Index finger",January,Fall,No,No,Meat,Water,"Physical education",8,6,4,"Yes - broadband connection","Text messaging",21,362,15,0,3,4,7,2,4,1,16,10,0,1,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","International aid"
USA,NY,2013,"12        ",Female,16,Right-Handed,166,25,162,2,"Rail (Train/Tram/Subway)",45,0.388,35,Other,310,144,460,594,733,1000,25,"Same length",10,10,"Same length",February,Fall,Yes,No,Pizza/Pasta,Juice,Science,7,7,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,15,2,.5,30,10,2,1,12,4,40,4,0,.2,Some,Other,"Rhythm and blues (R&B)","Freeze time",Happy,"Doctor or nurse","Wildlife, animals"
USA,GA,2019,"8         ",Female,11,Right-Handed,142,24.5,91.44,1,Bus,12,0.432,51,Baseball/Softball,232,23,23,32,23,320,24.5,"Same length",13,11,"Index finger",July,Summer,Yes,No,Meat,"Soft drink (caffeinated)",,5,2,2,"Yes - other","Text messaging",5,13,1,1,0,3,4,5,1,1,1,1,1,1,Some,Other,"Rap/Hip hop","Super strength",Rich,Friend,"Education/Youth development"
USA,CT,2013,"12        ",Female,17,Right-Handed,63,,166,1,Bus,10,0.344,43,Dancing,,,,,,,,,94,101,,April,Spring,No,No,"No favorite",Juice,English,6,10,4,"Yes - other","Text messaging",,,18,2,,8,8,,,20,24,2,,,Some,,,,Happy,,
USA,CA,2015,"12        ",Female,17,Right-Handed,162.5,24,154,2,Walk,6,1.115,47,None,100,100,100,100,0,100,24,"Left foot",100,70,"Ring finger",October,Winter,No,No,Meat,Juice,Other,7,8,,"Yes - other","Text messaging",200,200,5,10,1,6,0,0,7,,,,,,,,,,Rich,,Health
USA,NC,2013,"6         ",Male,12,Right-Handed,165.1,26,160,1,Car,7,0.442,41,"Football (American)",300,300,300,300,100,100,25,"Right foot",80,95,"Ring finger",November,Summer,No,No,Meat,Milk,"Physical education",9,7,5,"Yes - broadband connection","In person",0,0,24,0,2,10,6,4,1,0,2,4,0,3,Some,"Graduate degree",Pop,"Super strength",Healthy,"Sports person","Arts, culture, sports"
USA,MA,2016,"8         ",Female,14,Right-Handed,"122 ",19,48,1,Bus,10,0.704,69,"Hockey (Ice)",800,900,900,1000,1000,1000,21,"Left foot",14,8,"Index finger",April,Winter,Yes,No,Meat,"Sports drink","Physical education",6,9,3,"Yes - other","Text messaging",900,1000,30,12,40,50,10,40,80,80,70,40,0,10,Some,"Graduate degree",Country,Fly,Famous,"Sports person","Arts, culture, sports"
USA,CA,2015,"6         ",Female,12,Right-Handed,156,22,149,1,Car,15,,,,500,500,500,500,100,10000,22,"Same length",65,70,"Ring finger",December,Summer,No,No,"No favorite",Water,"Physical education",9,7,5,"Yes - dial-up connection","Text messaging",50,60,60,1,3,2,6,0,0,2,0,2,0,1,Some,"Graduate degree",Pop,Invisibility,Happy,"Sports person",Health
USA,KS,2019,"12        ",Male,17,Right-Handed,185,27,188,1,Car,10,0.521,34,Swimming,700,500,800,800,200,409,27,"Same length",90,90,"Same length",October,Fall,Yes,No,"No favorite",Water,Music,7,9,4,"Yes - other","In person",50,50,20,1,5,6,10,20,30,3,40,0,20,5,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,Relative,Environment
USA,PA,2013,"12        ",Female,17,Right-Handed,165.1,20.32,157.4,1,Car,10,.505,46,Gymnastics,500,500,200,200,200,1000,20.32,"Same length",76.2,76.2,"Same length",December,Summer,Yes,No,Poultry,Tea,English,5,11,4,"Yes - broadband connection","Text messaging",100,200,20,2,20,5,1,0,10,10,10,5,16,5,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,OH,2012,"5         ",Male,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2015,"8         ",Male,14,Right-Handed,165.1,26,167.3,1,Bus,60,,55,Other,0,0,0,0,0,0,26,"Left foot",75,75,"Same length",November,Fall,No,No,"No favorite",Water,Other,8,12,4,"Yes - other",Other,0,0,14,0,2,3,0,4,0,0,3,3,0,2,Some,"Some college",Other,"Super strength",Rich,Other,"Wildlife, animals"
USA,NC,2019,"11        ",Female,17,Right-Handed,166,25,161,1,Car,10,0.429,39,Other,1000,882,947,920,647,717,27,"Left foot",19,65,"Index finger",February,Winter,Yes,No,Meat,Water,Science,6,10,3,"Yes - broadband connection","Text messaging",20,35,2,0,7,1,0,2,8,10,21,0.5,15,1,"A lot","Undergraduate degree",Pop,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,TX,2015,"12        ",Male,18,Right-Handed,69,11,77,1,Car,10,0.212,71,"Football (American)",30,60,70,20,100,100,11,"Same length",9,8,"Index finger",October,Summer,No,No,"Rice/Noodle dishes",Water,"Computers and technology",6,8,4,"Yes - broadband connection","In person",2,6,2,0,0,4,2,3,12,2,12,12,8,1,"Very little","Graduate degree","Rap/Hip hop","Super strength",Rich,"Musician or singer","Education/Youth development"
USA,MT,2012,"12        ",Female,17,Right-Handed,169,24,172,1,Car,30,0.434,51,Walking/Hiking,802,877,775,701,390,401,24,"Same length",70,79,"Ring finger",August,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,2,"Yes - other","Text messaging",150,160,15,1,12,4,12,0,15,50,15,2,15,1,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,MO,2018,"6         ",Male,12,Right-Handed,162,24,155,1,Car,20,0.299,54,Soccer,500,500,600,600,400,300,24,"Same length",80,80,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2010,"12        ",Female,18,Right-Handed,178,6,188,1,Bus,7,0.642,46,Dancing,1,1,1000,,1,1,8,,7,5,"Ring finger",June,Summer,No,No,Seafood,Water,Music,2,12,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,0,24,"2 ",1,0,0,8,3,9,2,0,1,,"Some college",Other,Telepathy,Happy,Actor,"Education/Youth development"
USA,FL,2012,"12        ",Male,17,Right-Handed,160.6,27,181,3,Car,7,.327,45,Tennis,600,500,800,500,600,650,27,"Same length",80,90,"Ring finger",August,Fall,No,No,Meat,Juice,Music,6,10,4,"Yes - broadband connection","Cell phone",50,50,20,5,6,10,4,1,30,6,30,4,0,3,"Very little","Graduate degree",Other,Fly,Happy,"Musician or singer","Education/Youth development"
USA,GU,2014,"9         ",Male,15,Right-Handed,152,22,161,1,Bus,45,0.405,36,Other,666,666,999,999,999,999,24,"Left foot",80,82,"Ring finger",December,Fall,Yes,No,Meat,Water,"Physical education",7,9,5,"Yes - broadband connection","In person",0,10,28,1,12,69,10,7,42,2,42,0,0,4,"A lot",Other,Other,Telepathy,Happy,Relative,Other
USA,SC,2012,"12        ",Female,17,Right-Handed,147,22,138,1,Car,10,0.981,32,Dancing,30,40,60,60,900,1000,22,"Same length",75,80,"Ring finger",July,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",7,5,5,"Yes - other","Text messaging",50,60,7,4,2,10,1,1,14,14,13,6,1,5,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,NC,2011,"12        ",Male,17,Right-Handed,170,25,164,2,Car,20,0.36,43,Soccer,800,950,1000,,700,600,25.5,"Left foot",67,70,"Ring finger",October,Summer,No,No,Meat,Juice,"Mathematics and statistics",8,10,4,"Yes - broadband connection","In person",0,1,10,3,10,7,15,5,7,1,7,6,0,5,Some,"Graduate degree","Rock and roll",Telepathy,Healthy,"Musician or singer","Education/Youth development"
USA,CT,2018,"12        ",Female,16,Right-Handed,166,,166,1,Bus,15,0.703,55,Soccer,600,600,700,600,"300 ",500,,,,,,October,Fall,Yes,No,Meat,Water,Science,6,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,80,30,20,2,10,25,0,15,4,0,5,0,1,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,"Business person",Health
USA,TX,2011,"12        ",Male,15,Right-Handed,175,25,189,2,Bus,20,.346,35,Basketball,396,396,503,,695,503,25,"Left foot",75,80,"Ring finger",September,Fall,No,No,Desserts,Water,History,6,10,4,"Yes - broadband connection","In person",50,60,2,2,7,6,4,5,3,3,10,1,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Famous,Politician,"Arts, culture, sports"
USA,NC,2015,"11        ",Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2018,"12        ",Male,17,Right-Handed,187,27,192,1,Car,15,0.332,44,Swimming,524,706,519,513,717,866,27,"Same length",80,84,"Ring finger",September,Fall,No,No,Meat,Water,History,5,8,3,"Yes - broadband connection","Text messaging",63,75,4,1,21,7,18,4,.5,2,28,30,5,2,"A lot","Graduate degree",Pop,"Freeze time",Rich,Other,Health
USA,MD,2012,"10        ",Female,14,Right-Handed,174,27,186,1,Car,7,0.384,41,Basketball,604,342,497,476,690,1000,27,"Same length",104,109,"Ring finger",November,Winter,No,No,"No favorite","Soft drink (caffeinated)",,7,12,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",,,0,24,14,35,21,21,112,21,112,21,0,12,"A lot","Undergraduate degree",Other,"Freeze time",Happy,"Sports person",Other
USA,MI,2017,"12        ",Female,17,Right-Handed,188,26,189,1,Car,10,.0549,45,Baseball/Softball,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2016,"8         ",Male,13,Right-Handed,170,25.5,63,1,Car,11,0.46,47,None,547,602,356,792,342,451,24,"Right foot",65,70,"Ring finger",November,Fall,No,No,Meat,Water,"Computers and technology",9,11,4,"Yes - broadband connection","Cell phone",0,0,7,1,6,3,1,4,0,0,5,1,0.5,3,Some,"Graduate degree",Techno/Electronic,"Freeze time",Rich,Relative,"International aid"
USA,AZ,2010,"12        ",Male,16,Right-Handed,190.5,30.48,175.3,2,Car,20,.051,33,Soccer,1000,1000,1000,,1000,1000,30.48,"Same length",101.6,101.6,"Same length",,Winter,No,No,Seafood,Water,History,5,8,4,"Yes - broadband connection","Cell phone",12,10,5,1,70,1,2,0,0,2,2,4,0,0,"A lot",Other,Techno/Electronic,"Freeze time",Famous,Relative,Environment
USA,SC,2013,"11        ",Male,,Left-Handed,175,27,181,1,Car,5,0.772,43,"Table Tennis",650,650,700,850,900,950,27,"Same length",90,85,"Index finger",August,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,6,4,"Yes - broadband connection","Text messaging",5,3,5,1,15,6,2,15,3,3,15,15,0,1,Some,"Graduate degree",Pop,"Freeze time",Rich,"Business person",Environment
USA,MA,2016,"5         ",Male,11,Right-Handed,157,19,140,1,Walk,18,.408,130,Soccer,786,999,743,528,128,729,19,"Same length",40,20,"Ring finger",September,Winter,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)","Physical education",10,8,3,"Yes - broadband connection","Text messaging",11,4,16,1,5,4,21,2,25,41,26,11,1,2,"Very little","Undergraduate degree",Pop,Fly,Rich,"Sports person",Health
USA,NC,2013,"6         ",Male,12,Right-Handed,152,22,152,1,Bus,45,.71,68,Basketball,998,200,700,1000,70,700,22,"Same length",90,80,"Ring finger",October,Fall,Yes,No,Desserts,"Soft drink (non-caffeinated)",English,8,10,4,"Yes - other","In person",0,0,30,5,10,30,20,10,1,0,6,18,0,0,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,MO,2016,"9         ",Male,15,Right-Handed,166,24,168,1,Car,5,.317,45,Baseball/Softball,5,4,7,8,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2016,"12        ",Female,17,Right-Handed,152,22.5,60,1,Car,10,0.872,48,Dancing,,,,,,,22.5,"Same length",65,70,"Same length",October,Fall,No,No,Pizza/Pasta,Juice,Art,7,10,4,"Yes - broadband connection","In person",10,15,15,2,6,3,0,0,1,3,1,4,15,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,Health
USA,NJ,2016,"9         ",Female,15,Left-Handed,5.5,"23 ",,1,Car,40,0.496,55,Soccer,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2016,"12        ",Female,17,Right-Handed,157,25,158,1,"Rail (Train/Tram/Subway)",50,.665,63,Dancing,900,700,1000,700,900,900,25,"Same length",75,72,"Index finger",December,Summer,Yes,Yes,Pizza/Pasta,Water,Art,6,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,45,12,2,10,20,1,0,8,5,10,10,3,2,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,CO,2015,"12        ",Female,17,Right-Handed,159,21,159,3,Car,"15 ",.388,37,Soccer,1000,1000,1000,1000,800,800,22,"Left foot",70,70,"Same length",August,Fall,No,No,Poultry,Water,Languages,7,9,6,"Yes - broadband connection","Text messaging",10,10,8,1,5,9,0,0,4,2,5,1,0,3,"A lot","Graduate degree",Techno/Electronic,Telepathy,Happy,"Community leader or elder","International aid"
USA,VA,2013,"11        ",Male,18,Right-Handed,74,27,173,2,Bus,60,0.234,40,Dancing,2,1,1,1,1,40,27,"Same length",223,211,"Same length",December,Fall,Yes,No,Meat,Water,Music,8,3,4,"Yes - other","Cell phone",200,200,567,0,0,0,23,0,378,24,6,4,0,0,"Very little","Some college","Heavy metal",Invisibility,Famous,"Musician or singer",Religious
USA,CT,2018,"6         ",Male,11,Right-Handed,35,8,59,1,Car,20,0.416,36,"Hockey (Ice)",701,481,690,428,305,321,8,"Same length",1,2,"Index finger",May,Summer,No,No,"No favorite",Water,"Physical education",6,10,3,"Yes - other","In person",0,0,35,1,2,5,4,3,2,1,1,3,2,2,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,Friend,"Education/Youth development"
USA,TX,2018,"12        ",Male,17,Right-Handed,172,26,172,2,Car,10,0.313,41,"Martial Arts",1000,503,1000,1000,524,861,27,"Left foot",70,90,"Ring finger",February,Summer,Yes,No,Meat,Water,Science,7,6,5,"Yes - other","In person",100,99,8,4,6,3,4,1,0,29,8,0,35,3,Some,Other,"Rock and roll",Telepathy,Happy,Other,Other
USA,IN,2016,"12        ",Female,17,Right-Handed,154.9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MO,2017,"6         ",Female,11,Left-Handed,152.4,20,161.5,1,Bus,10,0.388,33,Dancing,551,743,364,1000,476,1000,20,"Same length",7,6.5,"Same length",April,Summer,Yes,No,Desserts,Coffee,"Physical education",8,,5,"No internet connection","In person",0,0,4,0,2.5,3,0.5,2,0.5,0,0.5,0,0,12.5,"A lot","Graduate degree",Pop,Invisibility,Famous,"Musician or singer","Arts, culture, sports"
USA,IL,2016,"6         ",Male,12,Right-Handed,165,26,160,1,Car,1,0.344,45,Athletics,791,583,679,727,369,417,27,"Left foot",80,80,"Same length",October,Fall,Yes,No,Pizza/Pasta,Milk,Art,8,8,5,,"In person",4,4,36,0,10,11,8,2,3,2,1,8,0,2,Some,"Graduate degree",Other,Fly,Happy,Relative,Environment
USA,CT,2016,"12        ",Male,19,Right-Handed,170,27,174,2,Walk,5,.042,59,"Football (American)",700,200,500,100,100,500,28,"Left foot",91,95,"Ring finger",January,Spring,No,No,Meat,Water,History,5,12,43,"Yes - broadband connection","In person",30,20,49,1,3,0,12,4,4,2,14,5,0,1,Some,"Undergraduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Environment
USA,DE,2015,"9         ",Female,15,Right-Handed,166.6,25,64,2,Car,30,0.69,52,Walking/Hiking,100,100,100,0,1000,1000,25,"Same length",70,80,"Ring finger",August,Summer,Yes,No,"No favorite","Soft drink (caffeinated)","Physical education",4,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CO,2015,"12        ",Female,17,Right-Handed,161,21,159,3,Walk,20,.316,29,Tennis,578,679,684,738,626,818,21,"Same length",80,95,"Ring finger",July,Fall,Yes,No,"Rice/Noodle dishes",Water,English,5,8,5,"Yes - broadband connection","In person",13,14,4,1,60,7,16,7,2,3,7,0,0,12,"A lot","Graduate degree",Pop,Fly,Happy,"Religious figure",Religious
USA,MI,2016,"11        ",Male,17,Right-Handed,191,27,197,1,Car,8,0.332,36,Tennis,700,800,300,500,850,900,27,"Same length",105,113,"Ring finger",February,Summer,Yes,No,Meat,Milk,"Mathematics and statistics",7.5,10,4,"Yes - broadband connection","In person",6,8,1,0,9,2,8,0,0,1,4,15,0,2,"A lot","Undergraduate degree",Pop,"Freeze time",Happy,Relative,Other
USA,IL,2017,"12        ",Female,16,Right-Handed,163,22,163,2,Car,15,0.4,38,Dancing,840,1000,1000,781,1000,1000,22,"Same length",70,65,"Index finger",November,Summer,Yes,No,Meat,Water,Art,7,9,6,"Yes - broadband connection","Internet chat or instant messaging",0,3,10,1,10,2,14,0,8,8,15,10,0,7,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,"Musician or singer","International aid"
USA,IN,2010,"12        ",Female,17,Right-Handed,168,22,171,2,Car,10,0.42,37,Bowling,450,0,1000,,1000,1000,20,"Right foot",80,70,"Ring finger",August,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",6.5,11,2,"Yes - dial-up connection","Text messaging",100,100,10,2,2,0,0,.5,5,40,5,5,22,5,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Relative,"International aid"
USA,IA,2014,"12        ",Male,18,Right-Handed,178,27,183,1,Car,"5 ",.361,43,Running/Jogging,10,50,50,25,300,350,27,"Same length",10,9,"Index finger",June,Summer,No,No,Meat,Juice,"Mathematics and statistics",8,7,4,"Yes - broadband connection","Text messaging",70,70,6,0,8,9,12,2,1,2,4,8,15,2,Some,"Graduate degree",Pop,"Super strength",Happy,"Coach or club leader","Education/Youth development"
USA,PA,2010,"12        ",Male,17,Right-Handed,195,27,194,2,Bus,5,0.477,46,Basketball,10,10,150,,850,850,27,"Same length",60,70,"Ring finger",August,Summer,No,No,Desserts,Coffee,Languages,7,9,4,"Yes - broadband connection","In person",3,3,30,0,30,15,5,0,15,15,20,20,7,15,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Teacher,"International aid"
USA,CA,2018,"9         ",Female,14,Right-Handed,154,22,158,2,Car,5,0.377,49,Other,1000,1000,1000,1000,904,1000,22,"Same length",70,65,"Index finger",February,Spring,Yes,No,Fruit,Water,"Computers and technology",8,11,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",150,200,35,2,28,3,5,5,30,30,84,0,0,7,"A lot","Graduate degree",Pop,"Freeze time",Rich,Actor,"Education/Youth development"
USA,NE,2018,"9         ",Female,14,Right-Handed,175,24.5,176,3,Car,8,0.303,37,Running/Jogging,1000,1000,1000,1000,500,600,24.5,"Same length",67,66,"Index finger",June,Summer,Yes,,Pizza/Pasta,Water,History,6.5,11,4,"Yes - broadband connection","Internet chat or instant messaging",4107,0,0,10,3,5,10,0,2,20,20,10,6,14,Some,"Graduate degree",Other,"Freeze time",Happy,Friend,Health
USA,NH,2016,"12        ",Female,17,Right-Handed,62,23,150,1,Car,7,0.429,40,Dancing,,,,,900,1000,22,"Right foot",70,70,"Same length",January,Summer,Yes,No,Pizza/Pasta,Juice,"Mathematics and statistics",6,8,5,"Yes - broadband connection","Cell phone",,,8,3,5,2,20,0,6,6,2,1,13,1,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,Health
USA,MD,2015,"7         ",Female,12,Right-Handed,162,24,169,1,Car,20,.788,69,"Hockey (Field)",900,900,600,600,800,950,24,"Same length",65,63,"Index finger",April,Summer,No,No,Pizza/Pasta,Water,English,8,7,4,"Yes - other","In person",50,50,10,1,3,8,2,10,9,3,10,18,0,2,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
